order,Date,Time,Cumulative.hrs,Timepoint,Treatment,Treatment,Boat,Parentage,Well,Alive,Perc_surv,Mom,Dad,Cone,NumParents,Parents,Avg.temp,Max.temp,Variab.temp,symb,bleaching.thresHughes,heat.rateMiddlebrook,lifestage,n.risk,n.event,n.censor,estimate,std.error,conf.high,conf.low,Zoox,Tank,TotalMom,TotalDad
420,7.12.18,8:30,56,4,27C,Ambient,55,BKxLS,wellF,18,90,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,4
421,7.12.18,8:30,56,4,27C,Ambient,58,BKxSB,wellF,NA,NA,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,4
422,7.12.18,8:30,56,4,27C,Ambient,61,BKxDR,wellF,18,90,Backnumbers,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
423,7.12.18,8:30,56,4,27C,Ambient,66,BKxLS,wellF,19,95,Backnumbers,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,4
424,7.12.18,8:30,56,4,27C,Ambient,72,DRxCU,wellF,19,95,Davies,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
425,7.12.18,8:30,56,4,27C,Ambient,75,BKxCU,wellF,19,95,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,7
426,7.12.18,8:30,56,4,27C,Ambient,81,BKxCU,wellF,20,100,Backnumbers,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,7
427,7.12.18,8:30,56,4,27C,Ambient,86,BKxSB,wellF,20,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,4
428,7.12.18,8:30,56,4,27C,Ambient,99,CUxBK,wellF,21,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,2
429,7.12.18,8:30,56,4,27C,Ambient,106,SBxCU,wellF,20,100,Sand Bank 7,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
430,7.12.18,8:30,56,4,27C,Ambient,109,LSxBK,wellF,20,100,Long Sandy,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,4,2
431,7.12.18,8:30,56,4,27C,Ambient,112,LSxDR,wellF,20,100,Long Sandy,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
432,7.12.18,8:30,56,4,27C,Ambient,116,SBxLS,wellF,19,95,Sand Bank 7,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,4
433,7.12.18,8:30,56,4,27C,Ambient,131,BKxBK,wellF,19,95,Backnumbers,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,2
434,7.12.18,8:30,56,4,27C,Ambient,144,CUxBK,wellF,20,100,Curd,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,2
435,7.12.18,8:30,56,4,27C,Ambient,150,LSxSB,wellF,20,100,Long Sandy,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
436,7.12.18,8:30,56,4,27C,Ambient,151,DRxLS,wellF,20,100,Davies,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
437,7.12.18,8:30,56,4,27C,Ambient,154,LSxCU,wellF,20,100,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
438,7.12.18,8:30,56,4,27C,Ambient,157,LSxCU,wellF,19,95,Long Sandy,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
439,7.12.18,8:30,56,4,27C,Ambient,158,CUxSB,wellF,20,100,Curd,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,5
440,7.12.18,8:30,56,4,27C,Ambient,159,BKxSB,wellF,20,100,Backnumbers,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,7,4
441,7.12.18,8:30,56,4,27C,Ambient,161,DRxSB,wellF,18,90,Davies,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
442,7.12.18,8:30,56,4,27C,Ambient,167,SBxSB,wellF,20,100,Sand Bank 7,Sand Bank 7,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
443,7.12.18,8:30,56,4,27C,Ambient,168,LSxLS,wellF,20,100,Long Sandy,Long Sandy,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
444,7.12.18,8:30,56,4,27C,Ambient,169,DRxBK,wellF,18,90,Davies,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,2
445,7.12.18,8:30,56,4,27C,Ambient,170,CUxDR,wellF,20,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
446,7.12.18,8:30,56,4,27C,Ambient,175,DRxDR,wellF,20,100,Davies,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
447,7.12.18,8:30,56,4,27C,Ambient,178,SBxBK,wellF,20,100,Sand Bank 7,Backnumbers,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,7
448,7.12.18,8:30,56,4,27C,Ambient,182,CUxDR,wellF,22,100,Curd,Davies,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,2,3
449,7.12.18,8:30,56,4,27C,Ambient,187,CUxCU,wellF,20,100,Curd,Curd,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,6,5
450,13.12.18,17:00,56,4,27C,Ambient,155.2,LSxSB,wellA,20,100,Long Sandy,Sand Bank 7,155,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
451,13.12.18,17:00,56,4,27C,Ambient,155.2,LSxSB,wellB,20,100,Long Sandy,Sand Bank 7,155,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
452,13.12.18,17:00,56,4,27C,Ambient,155.2,LSxSB,wellC,20,100,Long Sandy,Sand Bank 7,155,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
453,13.12.18,17:00,56,4,27C,Ambient,155.2,LSxSB,wellD,20,100,Long Sandy,Sand Bank 7,155,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
454,13.12.18,17:00,56,4,27C,Ambient,155.2,LSxSB,wellE,19,95,Long Sandy,Sand Bank 7,155,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
455,13.12.18,17:00,56,4,27C,Ambient,155.2,LSxSB,wellF,21,100,Long Sandy,Sand Bank 7,155,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
456,13.12.18,17:00,56,4,35.5C,Hot,144.2,LSxSB,wellA,20,100,Long Sandy,Sand Bank 7,144,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
457,13.12.18,17:00,56,4,35.5C,Hot,144.2,LSxSB,wellB,20,100,Long Sandy,Sand Bank 7,144,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
458,13.12.18,17:00,56,4,35.5C,Hot,144.2,LSxSB,wellC,20,100,Long Sandy,Sand Bank 7,144,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
459,13.12.18,17:00,56,4,35.5C,Hot,144.2,LSxSB,wellD,19,95,Long Sandy,Sand Bank 7,144,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
460,13.12.18,17:00,56,4,35.5C,Hot,144.2,LSxSB,wellE,18,90,Long Sandy,Sand Bank 7,144,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
461,13.12.18,17:00,56,4,35.5C,Hot,144.2,LSxSB,wellF,19,95,Long Sandy,Sand Bank 7,144,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
462,19.12.18,6:30,56,4,27C,Ambient,29.3,DRxLS,wellA,20,100,Davies,Long Sandy,49,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
463,19.12.18,6:30,56,4,27C,Ambient,29.3,DRxLS,wellB,20,100,Davies,Long Sandy,49,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
464,19.12.18,6:30,56,4,27C,Ambient,29.3,DRxLS,wellC,20,100,Davies,Long Sandy,49,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
465,19.12.18,6:30,56,4,27C,Ambient,29.3,DRxLS,wellD,20,100,Davies,Long Sandy,49,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
466,19.12.18,6:30,56,4,27C,Ambient,29.3,DRxLS,wellE,20,100,Davies,Long Sandy,49,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
467,19.12.18,6:30,56,4,27C,Ambient,29.3,DRxLS,wellF,20,100,Davies,Long Sandy,49,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
468,19.12.18,6:30,56,4,35.5C,Hot,29.3,DRxLS,wellA,11,55,Davies,Long Sandy,61,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
469,19.12.18,6:30,56,4,35.5C,Hot,29.3,DRxLS,wellB,17,85,Davies,Long Sandy,61,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
470,19.12.18,6:30,56,4,35.5C,Hot,29.3,DRxLS,wellC,13,61.9047619,Davies,Long Sandy,61,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
471,19.12.18,6:30,56,4,35.5C,Hot,29.3,DRxLS,wellD,16,80,Davies,Long Sandy,61,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
472,19.12.18,6:30,56,4,35.5C,Hot,29.3,DRxLS,wellE,14,66.66666667,Davies,Long Sandy,61,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
473,19.12.18,6:30,56,4,35.5C,Hot,29.3,DRxLS,wellF,18,90,Davies,Long Sandy,61,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
474,19.12.18,6:30,56,4,27C,Ambient,29.3,LSxSB,wellA,20,100,Long Sandy,Sand Bank 7,151,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
475,19.12.18,6:30,56,4,27C,Ambient,29.3,LSxSB,wellB,20,100,Long Sandy,Sand Bank 7,151,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
476,19.12.18,6:30,56,4,27C,Ambient,29.3,LSxSB,wellC,NA,NA,Long Sandy,Sand Bank 7,151,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
477,19.12.18,6:30,56,4,27C,Ambient,29.3,LSxSB,wellD,20,100,Long Sandy,Sand Bank 7,151,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
478,19.12.18,6:30,56,4,27C,Ambient,29.3,LSxSB,wellE,20,100,Long Sandy,Sand Bank 7,151,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
479,19.12.18,6:30,56,4,27C,Ambient,29.3,LSxSB,wellF,20,100,Long Sandy,Sand Bank 7,151,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
480,19.12.18,6:30,56,4,35.5C,Hot,69.3,LSxSB,wellA,18,85.71428571,Long Sandy,Sand Bank 7,186,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
481,19.12.18,6:30,56,4,35.5C,Hot,69.3,LSxSB,wellB,15,75,Long Sandy,Sand Bank 7,186,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
482,19.12.18,6:30,56,4,35.5C,Hot,69.3,LSxSB,wellC,15,75,Long Sandy,Sand Bank 7,186,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
483,19.12.18,6:30,56,4,35.5C,Hot,69.3,LSxSB,wellD,14,70,Long Sandy,Sand Bank 7,186,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
484,19.12.18,6:30,56,4,35.5C,Hot,69.3,LSxSB,wellE,13,65,Long Sandy,Sand Bank 7,186,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
485,19.12.18,6:30,56,4,35.5C,Hot,69.3,LSxSB,wellF,16,80,Long Sandy,Sand Bank 7,186,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
486,19.12.18,6:30,56,4,35.5C,Hot,47.3,LSxSB,wellA,6,66.66666667,Long Sandy,Sand Bank 7,58,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
487,19.12.18,6:30,56,4,35.5C,Hot,47.3,LSxSB,wellB,9,100,Long Sandy,Sand Bank 7,58,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
488,19.12.18,6:30,56,4,35.5C,Hot,47.3,LSxSB,wellC,9,100,Long Sandy,Sand Bank 7,58,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
489,19.12.18,6:30,56,4,35.5C,Hot,47.3,LSxSB,wellD,8,88.88888889,Long Sandy,Sand Bank 7,58,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
490,19.12.18,6:30,56,4,35.5C,Hot,47.3,LSxSB,wellE,8,88.88888889,Long Sandy,Sand Bank 7,58,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
491,19.12.18,6:30,56,4,35.5C,Hot,47.3,LSxSB,wellF,8,88.88888889,Long Sandy,Sand Bank 7,58,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,5,6
492,19.12.18,6:30,56,4,27C,Ambient,73.3,SBxDR,wellA,10,100,Sand Bank 7,Davies,81,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
493,19.12.18,6:30,56,4,27C,Ambient,73.3,SBxDR,wellB,10,100,Sand Bank 7,Davies,81,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
494,19.12.18,6:30,56,4,27C,Ambient,73.3,SBxDR,wellC,10,100,Sand Bank 7,Davies,81,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
495,19.12.18,6:30,56,4,27C,Ambient,73.3,SBxDR,wellD,10,100,Sand Bank 7,Davies,81,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
496,19.12.18,6:30,56,4,27C,Ambient,73.3,SBxDR,wellE,10,100,Sand Bank 7,Davies,81,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
497,19.12.18,6:30,56,4,27C,Ambient,73.3,SBxDR,wellF,10,100,Sand Bank 7,Davies,81,NA,NA,NA,NA,NA,NA,NA,NA,larvae,,,,,,,,,,3,3
,,,,2,26,Ambient,,BKxBK,,,23.52941176,Backnumbers,Backnumbers,,,,,,,,,,juvenile,17,4,13,0.382352941,0.217970898,0.586140324,0.2494177,C1,1,2,2
,,,,2,26,Ambient,,BKxCU,,,100,Backnumbers,Curd,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,C1,1,2,7
,,,,2,26,Ambient,,BKxDR,,,71.42857143,Backnumbers,Davies,,,,,,,,,,juvenile,7,5,2,0.142857143,0.654653671,0.515399716,0.039596769,C1,1,2,3
,,,,2,26,Ambient,,BKxLS,,,75,Backnumbers,Long Sandy,,,,,,,,,,juvenile,4,3,1,0.125,0.935414347,0.781872878,0.019984067,C1,1,2,4
,,,,2,26,Ambient,,BKxSB,,,100,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,C1,1,7,4
,,,,2,26,Ambient,,CUxBK,,,87.5,Curd,Backnumbers,,,,,,,,,,juvenile,8,7,1,0.0625,0.968245837,0.416919653,0.009369311,C1,1,7,2
,,,,2,26,Ambient,,CUxCU,,,90.90909091,Curd,Curd,,,,,,,,,,juvenile,11,10,1,0.045454545,0.977008421,0.308466776,0.006698017,C1,1,6,5
,,,,2,26,Ambient,,CUxDR,,,75,Curd,Davies,,,,,,,,,,juvenile,4,3,1,0.125,0.935414347,0.781872878,0.019984067,C1,1,2,3
,,,,2,26,Ambient,,CUxLS,,,57.14285714,Curd,Long Sandy,,,,,,,,,,juvenile,7,4,3,0.214285714,0.511766316,0.584264497,0.078591747,C1,1,2,3
,,,,2,26,Ambient,,CUxSB,,,100,Curd,Sand Bank 7,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,C1,1,2,5
,,,,2,26,Ambient,,DRxBK,,,100,Davies,Backnumbers,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,C1,1,3,2
,,,,2,26,Ambient,,DRxCU,,,100,Davies,Curd,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,C1,1,3,3
,,,,2,26,Ambient,,DRxDR,,,87.5,Davies,Davies,,,,,,,,,,juvenile,8,7,1,0.0625,0.968245837,0.416919653,0.009369311,C1,1,3,3
,,,,2,26,Ambient,,DRxSB,,,100,Davies,Sand Bank 7,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,C1,1,3,3
,,,,2,26,Ambient,,LSxBK,,,66.66666667,Long Sandy,Backnumbers,,,,,,,,,,juvenile,9,6,3,0.166666667,0.527046277,0.468243065,0.059323415,C1,1,4,2
,,,,2,26,Ambient,,LSxCU,,,87.5,Long Sandy,Curd,,,,,,,,,,juvenile,16,14,2,0.0625,0.684653197,0.239143111,0.016334361,C1,1,3,2
,,,,2,26,Ambient,,LSxLS,,,50,Long Sandy,Long Sandy,,,,,,,,,,juvenile,2,1,1,0.25,0.866025404,1,0.04579076,C1,1,5,6
,,,,2,26,Ambient,,SBxBK,,,88.88888889,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,9,8,1,0.055555556,0.971825316,0.373204355,0.008270053,C1,1,3,7
,,,,2,26,Ambient,,SBxDR,,,75,Sand Bank 7,Davies,,,,,,,,,,juvenile,4,3,1,0.125,0.935414347,0.781872878,0.019984067,C1,1,3,3
,,,,2,26,Ambient,,SBxLS,,,100,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,13,13,0,0,Inf,NA,NA,C1,1,3,4
,,,,2,26,Ambient,,SBxSB,,,69.23076923,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,13,9,4,0.148148148,0.461479103,0.366022643,0.059963159,C1,1,5,6
,,,,2,26,Ambient,,BKxBK,,,91.66666667,Backnumbers,Backnumbers,,,,,,,,,,juvenile,12,11,1,0.041666667,0.97894501,0.283836512,0.006116588,C1,2,2,2
,,,,2,26,Ambient,,BKxCU,,,50,Backnumbers,Curd,,,,,,,,,,juvenile,2,1,1,0.25,0.866025404,1,0.04579076,C1,2,2,7
,,,,2,26,Ambient,,BKxDR,,,100,Backnumbers,Davies,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,C1,2,2,3
,,,,2,26,Ambient,,BKxLS,,,100,Backnumbers,Long Sandy,,,,,,,,,,juvenile,3,3,0,0,Inf,NA,NA,C1,2,2,4
,,,,2,26,Ambient,,BKxSB,,,100,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,C1,2,7,4
,,,,2,26,Ambient,,CUxBK,,,90,Curd,Backnumbers,,,,,,,,,,juvenile,10,9,1,0.05,0.974679434,0.33776811,0.007401528,C1,2,7,2
,,,,2,26,Ambient,,CUxCU,,,100,Curd,Curd,,,,,,,,,,juvenile,6,6,0,0,Inf,NA,NA,C1,2,6,5
,,,,2,26,Ambient,,CUxDR,,,100,Curd,Davies,,,,,,,,,,juvenile,10,10,0,0,Inf,NA,NA,C1,2,2,3
,,,,2,26,Ambient,,CUxLS,,,100,Curd,Long Sandy,,,,,,,,,,juvenile,6,6,0,0,Inf,NA,NA,C1,2,2,3
,,,,2,26,Ambient,,CUxSB,,,85.71428571,Curd,Sand Bank 7,,,,,,,,,,juvenile,7,6,1,0.071428571,0.963624112,0.472182944,0.01080522,C1,2,2,5
,,,,2,26,Ambient,,DRxBK,,,100,Davies,Backnumbers,,,,,,,,,,juvenile,6,6,0,0,Inf,NA,NA,C1,2,3,2
,,,,2,26,Ambient,,DRxCU,,,100,Davies,Curd,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,C1,2,3,3
,,,,2,26,Ambient,,DRxDR,,,100,Davies,Davies,,,,,,,,,,juvenile,14,14,0,0,Inf,NA,NA,C1,2,3,3
,,,,2,26,Ambient,,DRxSB,,,100,Davies,Sand Bank 7,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,C1,2,3,3
,,,,2,26,Ambient,,LSxBK,,,78.94736842,Long Sandy,Backnumbers,,,,,,,,,,juvenile,19,15,4,0.105263158,0.472952651,0.265983332,0.041657995,C1,2,4,2
,,,,2,26,Ambient,,LSxCU,,,100,Long Sandy,Curd,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,C1,2,3,2
,,,,2,26,Ambient,,LSxCU,,,50,Long Sandy,Curd,,,,,,,,,,juvenile,4,2,2,0.25,0.612372436,0.830218432,0.075281393,C1,2,3,2
,,,,2,26,Ambient,,LSxLS,,,100,Long Sandy,Long Sandy,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,C1,2,5,6
,,,,2,26,Ambient,,LSxSB,,,91.30434783,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,23,21,2,0.043478261,0.691564075,0.168629119,0.011210159,C1,2,5,6
,,,,2,26,Ambient,,SBxBK,,,100,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,6,6,0,0,Inf,NA,NA,C1,2,3,7
,,,,2,26,Ambient,,SBxDR,,,100,Sand Bank 7,Davies,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,C1,2,3,3
,,,,2,26,Ambient,,SBxLS,,,100,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,C1,2,3,4
,,,,2,26,Ambient,,SBxSB,,,100,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,12,12,0,0,Inf,NA,NA,C1,2,5,6
,,,,2,26,Ambient,,BKxBK,,,22.22222222,Backnumbers,Backnumbers,,,,,,,,,,juvenile,9,2,7,0.388888889,0.29546842,0.693950847,0.21793268,C1,3,2,2
,,,,2,26,Ambient,,BKxCU,,,100,Backnumbers,Curd,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,C1,3,2,7
,,,,2,26,Ambient,,BKxDR,,,100,Backnumbers,Davies,,,,,,,,,,juvenile,4,4,0,0,Inf,NA,NA,C1,3,2,3
,,,,2,26,Ambient,,BKxLS,,,100,Backnumbers,Long Sandy,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,C1,3,2,4
,,,,2,26,Ambient,,BKxSB,,,66.66666667,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,3,2,1,0.166666667,0.912870929,0.997437962,0.027849128,C1,3,7,4
,,,,2,26,Ambient,,CUxCU,,,91.66666667,Curd,Curd,,,,,,,,,,juvenile,12,11,1,0.041666667,0.97894501,0.283836512,0.006116588,C1,3,6,5
,,,,2,26,Ambient,,CUxDR,,,100,Curd,Davies,,,,,,,,,,juvenile,8,8,0,0,Inf,NA,NA,C1,3,2,3
,,,,2,26,Ambient,,CUxLS,,,96,Curd,Long Sandy,,,,,,,,,,juvenile,25,24,1,0.02,0.989949494,0.139211955,0.002873316,C1,3,2,3
,,,,2,26,Ambient,,CUxSB,,,100,Curd,Sand Bank 7,,,,,,,,,,juvenile,5,5,0,0,Inf,NA,NA,C1,3,2,5
,,,,2,26,Ambient,,DRxBK,,,66.66666667,Davies,Backnumbers,,,,,,,,,,juvenile,3,2,1,0.166666667,0.912870929,0.997437962,0.027849128,C1,3,3,2
,,,,2,26,Ambient,,DRxDR,,,88.88888889,Davies,Davies,,,,,,,,,,juvenile,9,8,1,0.055555556,0.971825316,0.373204355,0.008270053,C1,3,3,3
,,,,2,26,Ambient,,LSxBK,,,100,Long Sandy,Backnumbers,,,,,,,,,,juvenile,11,11,0,0,Inf,NA,NA,C1,3,4,2
,,,,2,26,Ambient,,LSxCU,,,76.92307692,Long Sandy,Curd,,,,,,,,,,juvenile,13,10,3,0.115384615,0.543020989,0.334478503,0.039804081,C1,3,3,2
,,,,2,26,Ambient,,LSxLS,,,93.75,Long Sandy,Long Sandy,,,,,,,,,,juvenile,16,15,1,0.03125,0.984250984,0.215102758,0.004539981,C1,3,5,6
,,,,2,26,Ambient,,LSxSB,,,91.66666667,Long Sandy,Sand Bank 7,,,,,,,,,,juvenile,12,11,1,0.041666667,0.97894501,0.283836512,0.006116588,C1,3,5,6
,,,,2,26,Ambient,,SBxBK,,,80,Sand Bank 7,Backnumbers,,,,,,,,,,juvenile,5,4,1,0.1,0.948683298,0.641978801,0.015576838,C1,3,3,7
,,,,2,26,Ambient,,SBxDR,,,100,Sand Bank 7,Davies,,,,,,,,,,juvenile,2,2,0,0,Inf,NA,NA,C1,3,3,3
,,,,2,26,Ambient,,SBxLS,,,83.33333333,Sand Bank 7,Long Sandy,,,,,,,,,,juvenile,6,5,1,0.083333333,0.957427108,0.544229634,0.012760137,C1,3,3,4
,,,,2,26,Ambient,,SBxSB,,,90.90909091,Sand Bank 7,Sand Bank 7,,,,,,,,,,juvenile,11,10,1,0.045454545,0.977008421,0.308466776,0.006698017,C1,3,5,6
,,,,2,32,Hot,,BKxBK,,,50,Backnumbers,Backnumbers,,,,,,,,,,juvenile,10,5,5,0.25,0.387298335,0.534083239,0.117022957,C1,4,2,2
,,,,2,32,Hot,,BKxCU,,,0,Backnumbers,Curd,,,,,,,,,,juvenile,2,0,2,0.5,0.5,1,0.187658929,C1,4,2,7
,,,,2,32,Hot,,BKxDR,,,100,Backnumbers,Davies,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,C1,4,2,3
,,,,2,32,Hot,,BKxLS,,,100,Backnumbers,Long Sandy,,,,,,,,,,juvenile,1,1,0,0,Inf,NA,NA,C1,4,2,4
,,,,2,32,Hot,,BKxSB,,,0,Backnumbers,Sand Bank 7,,,,,,,,,,juvenile,2,0,2,0.5,0.5,1,0.187658929,C1,4,7,4
,,,,2,32,Hot,,CUxBK,,,33.33333333,Curd,Backnumbers,,,,,,,,,,juvenile,6,2,4,0.333333333,0.40824829,0.741959705,0.149753565,C1,4,7,2
,,,,2,32,Hot,,CUxCU,,,75,Curd,Curd,,,,,,,,,,juvenile,8,6,2,0.125,0.661437828,0.457011273,0.034189529,C1,4,6,5
,,,,2,32,Hot,,CUxDR,,,77.77777778,Curd,Davies,,,,,,,,,,juvenile,18,14,4,0.111111111,0.471404521,0.279909569,0.044105956,C1,4,2,3
,,,,2,32,Hot,,CUxLS,,,95.23809524,Curd,Long Sandy,,,,,,,,,,juvenile,21,20,1,0.023809524,0.98802352,0.165104099,0.003433551,C1,4,2,3
